text_string,sentiment,score
utek mung kedonyan pdhl siap megathrust sing digowo mung klambi jokowi bien tukang kayu saiki dadi presiden poin nyapo blas raenek insecure2 mergo sesimple ndilat dewe lakon kelas,negative,0.984869122505188
rawan bencana gempa megathrust bpbd tawa damping sekolah media indonesia insider,neutral,0.9951504468917847
bmkg ingat potensi gempa megathrust tawa picu gempa indonesia insider,neutral,0.9943882822990417
gempa megathrust smua teknologi mati senyap mari pikir ulang,negative,0.9939066767692566
cipta tuhan larang manusia,negative,0.9929744005203247
cuman brutal gitu nghayal ajamending duit disimpen hadap bencana megathrust dipake bayarin suruh ngamuk,negative,0.9968358874320984
denger2 gempa megathrust geser indonesia benua eropa,neutral,0.5891083478927612
diam senang senang beliau repot2 bersih puing2 runtuh bangun akibat gempa megathrust,negative,0.9942519664764404
takut megathrust,negative,0.9965274930000305
viral kunjung wisatawan banten turun megathrust bmkg fakta,neutral,0.9910277724266052
kiamat monkey megathrust mulyono moon,neutral,0.9727330803871155
megathrust skala megathrust kaya bilang raksasa badan raksasa,negative,0.9249716997146606
megathrust monkeypox mulyono moon taeil huruf agustus024,neutral,0.9973264932632446
liat2 bmkg sering2nya update gempa anjir ngeri banget bnrn megathrust,negative,0.9890323281288147
tiba2 ahli megathrust,negative,0.9565598368644714
kepala pusat gempabumi tsunami bmkg daryono potensi sumber gempa megathrust sebab tsunami,neutral,0.9951568245887756
fakta gempa megathrust takut warga pindah,neutral,0.9370623230934143
megathrust kaget gabisa pencet pencet gampang,negative,0.9812714457511902
nunggu megathrust,neutral,0.7438613772392273
dyah roro esti kesiap industri hadap ancam gempa megathrust,neutral,0.9919746518135071
perhati lokasi episenter dalam hiposenternya gempa bumi jenis gempa bumi dangkal akibat deformasi batu bidang kontak lempang megathrust daryono kepala pusat gempa bumi tsunami bmkg,neutral,0.9933110475540161
buka indah2 alhamdulillah bagus neng liat teman2ku bahagia buka twitter gado2 banget politik megathrust kpop manga manhwa manhua anime game tinggal udah tinggal,positive,0.9700849652290344
megathrust,positive,0.5514708757400513
orang jogja gempa tanggal6 agustus kemarin data gempa megathrust,neutral,0.9935397505760193
gempa megathrust jenis bencana alam informasi wajib keluar badan meteorologi klimatologi geofisika bmkg,neutral,0.9956010580062866
gempa bumi asal megathrust hasil gempa dahsyat magnitudo delapan potensi sebab tsunami,neutral,0.9928715825080872
zona megathrust zona tumbuk lempeng bumi beda zona wilayah,neutral,0.9925992488861084
gempa megathrust gempa bumi geser segmensegmen zona megathrust,neutral,0.9951987862586975
kalo aman potensi megathrust ngga,neutral,0.5830252170562744
gempa megathrust beda gempa alami,neutral,0.953822672367096
nggak lokasi gempa megathrust udah kantong data bmkg ngepung teritori indonesia,neutral,0.9825888872146606
guys udah denger gempa megathrust prediksi bikin indonesia gonjangganjing thread,negative,0.5627101063728333
kalo megathrust kayak bekas dapet gempa,negative,0.7656985521316528
mending cepet megathrust allah alien masuk indonesia udah capek banget laku setansetan,negative,0.9978691339492798
komisi bmkg optimal anggar mitigasi gempa megathrust,neutral,0.9968138337135315
hubung megathrust mending pindah pulau jateng,neutral,0.505632758140564
dyah roro esti kesiap mitigasi kemenperin antisipasi megathrust,neutral,0.9980723857879639
hadap ancam megathrust pakar panik siaga,neutral,0.9106542468070984
berita potensi tsunami megathrust muncul media,neutral,0.9967940449714661
dahal september jogja gajadi takut gempa megathrust mending libur tunda,negative,0.9961612224578857
badan meteorologi klimatologi geofisika bmkg jelas gempa megathrust indonesia tinggal tunggu nyata klaim gempa,neutral,0.9954107403755188
sosmas news gempa megathrust halo sobat mipa masyarakat indonesia sorot gempa megathrust tinggal tunggu,neutral,0.99405437707901
akhirakhir asam lambung suka stress bahas politik degan banyak megathrust dinasti data bocor kayak anjir tegang bikin asam lambung kambuh,negative,0.9966928958892822
sekalikali opini mampu pikir kritis terima informasi potensi gempa bumi megathrust,neutral,0.9841682314872742
diskusi tajuk bangun kesiapsiagaan ancam megathrust masyarakat radio insania mataram rabu8 agustus024 informasi silah klik link bawah,neutral,0.9973174929618835
jabat perintah brengsek lupa kalo kuasa tinggi tangan rakyat kata diri tahta perintah suara komen kelas megathrust,negative,0.9960213303565979
plss ledakann takut megathrust,negative,0.9960696697235107
jari jaga bang ngetik pikir megathrust efek canda lucu bang crossed line,positive,0.9165751934051514
situ salah lokasi megathrust kayak sumatera sentris kayak ngeremehin kalimantan,negative,0.9618401527404785
bikin khawatir banget berita gempa megathrust sosial media,negative,0.9949169158935547
gempa megathrust menakuttakuti masyarakat pindah wilayah gempa fakta bahas gempa zona megathrust selat sunda bmkg tsunami aceh pada004,neutral,0.9968094229698181
halo sobat salam4 gimana aktivitas mudah mudah lancar hangat banget fenomena gempa megathrust bmkg,positive,0.8087504506111145
megathrust kawasan ngeyel bocah ilmuwan ilmuwan gaberani ngasih rekomendasi bangun situ gaada ilmu cuman make logika dasar ngawur ngotot,negative,0.9978773593902588
zona gempa megathrust hasil identifikasi teliti bmkg daftar wilayah,neutral,0.9973915815353394
badak jawa tnuk ancam tsunami megathrust skenario buruk tsunami gt20m genang area ekosistem mitigasi hindar punah,neutral,0.6359160542488098
bulan typhoon satu dteng beras langka info megathrust fragile negara sbnrnya kultur budaya mumpuni,positive,0.87956303358078
kalo megathrust kira2 langsung wisuda langsung mati,negative,0.7424343228340149
gempa megathrust ramal jayabaya belah pulau jawa ahli,neutral,0.8822100162506104
hadehh rumpun sains usaha ngitung2x megathrust,negative,0.9845297336578369
komenkomennya bilang bahaya megathrust krakatau jadi danau toba danau maninjau gunung indonesia mukim resiko resiko alam resiko jadiin negeri orba,negative,0.9918836355209351
siap rumah hadap gempa megathrust tunggu lambat pasti fondasi rumah kuat aman,positive,0.9754077196121216
lupa tsunami selat sunda tahun018 potensi megathrust selat sunda banding jepang,neutral,0.9927934408187866
penting pesan oligarki rempang mulus kontrol bencana megathrust henti kedzaliman,neutral,0.7359818816184998
peluang megathrust emang seng siklus jadi ratus ribu ideal trus hambat bangun ekonomi manusia udah mati tetep kerja biar kaya mgkin,negative,0.9975864887237549
ngeributin megathrust mending urusin blanko kosong lurah jakarta warga ngeluh bikin kelarkelar gempa bumi prediksi cuaca,negative,0.8740605115890503
takut megathrust,negative,0.9965274930000305
coba heboh2 megathrust,negative,0.9560589790344238
takut takut megathrust wkwkwk,negative,0.9939368367195129
waspada bmkg prediksi gempa megathrust landa wilayah jakarta pulau jawa panik ajar lindung keluarga selamat gempa tahu trik dropcoverhold jebak ruang,negative,0.5094326734542847
demi024 dipikirin megathrust mpox apalagi,negative,0.992339015007019
megathrust berita bikin takut mana,negative,0.9955328702926636
berita sekkarang ngeri megathrust beneran auto pantengin update nnya,neutral,0.5620274543762207
hahaha ketawa megathrust gebuk mulyono,negative,0.9314411282539368
wilayah jawa potensi dampak gempa megathrust,neutral,0.9960727691650391
viral serbu ikan bibir pantai selatan kabupaten tasikmalaya jabar ikanikan bangan orang tangkap ikan loncat darat mudah tangkap warga,negative,0.8389477729797363
tingkat intensitas gempa meminimalisir dampak megathrust,neutral,0.9409691095352173
megathrust ambe mpox contohe,neutral,0.9896696209907532
gempa bengkulu baru ingat gempa megathrust langsung,neutral,0.7454952597618103
takut megathrust,negative,0.9965274930000305
ingat gempa megathrust jepang hantam badai kuat,neutral,0.8059373497962952
detikdetik gempa guncang gunung kidul yogyakarta asal zona megathrust,neutral,0.9971439242362976
pikir megathrust ngetik,negative,0.9868450164794922
alhamdulillah takut megathrust,positive,0.8882565498352051
bmkg potensi gempa megathrust indonesia kondisi geografis wilayah temu lempeng tektonik,neutral,0.9948242902755737
jeda bentar bjir gempa masak dimatiin kompor daerah jogja sampe retak rumah megathrust gausah,negative,0.975074291229248
takut skalika berita monkeypox megathrust,negative,0.9965566396713257
merinding baca novel abis mikir cerita dunia nyata abis baca novel gt9sr cabaca banget,positive,0.9834883809089661
serta harap antisipasi memitigasi ancam gempa megathrust,neutral,0.9967023730278015
tempat sekolah highscope indonesia pada2 agustus024 seminar judul gempa megathrust indonesia laksana wawas serta didik tingkat,neutral,0.9943860769271851
2208 kaji ilmiah bmkg gempa megathrust booming indonesia tari penasaran kalang kecuali kalang ajar indonesia ajar highscope indonesia,neutral,0.9887076616287231
upaya bmkg mitigasi dampak gempa megathrust banten siap seismograf sirine tangsel,neutral,0.9965041875839233
pakar gempa megathrust khawatir,neutral,0.9596490263938904
megathrust sadar,negative,0.8424079418182373
urip repot mulyono ancam megathrust,neutral,0.97775799036026
mitigasi bencana sektor industri tuju kurang dampak negatif muncul akibat gempa megathrust bmkg prediksi titik selat sunda tawa siberut dyah roro esti harap kemenperin mmlki sistem mitigasi bencana,neutral,0.9945249557495117
konon megathrust thread,negative,0.5484546422958374
takut megathrust meanwhile megathrust cepat ganyang perintah jenis haram,negative,0.9974732995033264
bmkg gempa magnitudo guncang jogja megathrust skala,neutral,0.996644914150238
paksa sehat jakarta sakit persetan perintah indonesia hope megathrust hancurin harta haram,negative,0.9968087077140808
upaya bmkg mitigasi dampak gempa megathrust banten siap seismograf sirine,neutral,0.996537446975708
ganti kampung siap megathrust bang hehe,positive,0.658382773399353
polisi problematik selingkuh istri main timnas fleksing anak mulyono laku mulyono bully anak undip drama lainnyaa plis megathrust cepat,negative,0.9887456297874451
zona megathrust pulau jawa potensi gempa capai magnitudo,neutral,0.9951968789100647
dampak megathrust antisipasi sektor industri ekonomi nasional anggota komisi dyah roro kemenperin mitigasi sektor industri,neutral,0.9972056746482849
sarkas pamer asli nyari sensasi dengungin issue megathrust naikin engagement,negative,0.5594573020935059
zona megathrust kepung pulau jawa potensi gempa magnitudo daerah gtgt,neutral,0.9948374629020691
ngeliat skema megathrust sliweran keinget ngelanjutin skripsi,negative,0.5625982880592346
gempa megathrust indonesia tinggal tunggu ingat ahli geologi bidang sosial masyarakat hmps diii unsoed024,neutral,0.9964092373847961
tanggap megathrust menperin selektif beri izin kawasan industri,neutral,0.9970800280570984
wawancara dialog topik paham megathrust indonesia prof irwan meilano pakar gempa institut teknologi bandung pandu zaini lengkap dengar 8fmamp digital,neutral,0.9960837364196777
kait gempa kurang potensi gempa butuh 32000 gempa lepas energi gempa selatan jawa tahun jarang alami gempa megathrust jawa,neutral,0.9759071469306946
mantap gempa zona megathrust wkwkwk,positive,0.988368570804596
perhati antuk istirahat ngopi maseh,positive,0.8178244829177856
pantai yogya rentan tsunami meter akibat gempa megathrust fitur mewah pribadi bawa kaesangerina gudono tekno,neutral,0.9942201375961304
megathrust tempo bareng notif gempa daerah moga allah jaga lindung,neutral,0.8579930067062378
megathrust beneran biar musnah indonesia,negative,0.991523027420044
bocah indigo ramal gempa megathrust indonesia simal detail alih ramai bicara anak lurah pribadi belanja barang gila2an barang bawa periksa baglio lurah,neutral,0.7402117848396301
baca2 info gempa megathrust pikir bngt mama medan aceh pikir amitamit moga aman,negative,0.938637912273407
negara fucked ancam megathrust perintah guna dicengkram dinasti mulyono capres cawapresnya kredibilitas polisi dokter bunuh,negative,0.6890525817871094
hati2 gotong orang2 fpiingat gempa megathrust,negative,0.9216290712356567
populer tren selasa782024 zona megathrust kepung pulau jawa analisis gempa gunungkidul,neutral,0.9967880249023438
berita megathrust sorot gempa keliling ring fire,neutral,0.9975997805595398
laku ancam megathrust gempa kmrin kekuatany kurang yakrn kluar sdikit,negative,0.9917680025100708
berita gempa megathrust kabar baru kini,neutral,0.9955581426620483
gempabumi megathrust siap jakarta bmkg,neutral,0.9960163235664368
bmkg,neutral,0.9789522886276245
gempa gunungkidul kait megathrust jelas bmkg,neutral,0.9973441958427429
gempa megathrust yogyakarta bmkg kuat getar kali radar mojokerto,neutral,0.9964125752449036
zona megathrust kepung pulau jawa potensi gempa maksimum,neutral,0.9916832447052002
catat daftar wilayah indonesia ancam gempa megathrust tekno,neutral,0.997450053691864
berita gempa megathrust kabar baru kini,neutral,0.9955581426620483
gempa megathrust yogyakarta bmkg kuat getar kali radar mojokerto,neutral,0.9964125752449036
berita informasi megathrust kini baru detikcom,neutral,0.9974291920661926
pantai takut megathrust,negative,0.9334568381309509
yallaaaahhh megathrust,positive,0.8962651491165161
bingung megathrust cekel cekel iman iman roboh,negative,0.9973428845405579
prepare banget prepare apalahi udah ingat gempa megathrust,positive,0.5041922330856323
ada4zonamegathrustyangkepungpulaujawapotensigempamaksimumhingga,neutral,0.9835108518600464
nulis bener2 alami indonesia sehat bngt skrng tambah mpox megathrust menbayangi perintah gajelas bngt tolol bikin niat daftar,negative,0.9922206997871399
siap darurat hadap gempa megathrust siap,neutral,0.915432333946228
dubai dubai pikirin megathrust,negative,0.7803348302841187
bmkg gempa jogja malam picu kontak lempeng zona megathrust,neutral,0.997090220451355
misteri gempa megathrust fakta tipu part1 lengkap klik,neutral,0.9724666476249695
takut efek megathrust trauma jadi gempa bengkulu rumah kena dampak gempa wehh smpe skrg tvri,negative,0.9941444993019104
daftar zona merah wilayah rawan gempa megathrust indonesia wajib waspada,neutral,0.9942644238471985
nyata potensi gempa megathrust timbul kontra jelas bmkg,neutral,0.9749164581298828
pikir megathrust,negative,0.9154378175735474
video gempa jogja magnitudo kait megathrust bmkg,neutral,0.9973037242889404
jamgan megathrust taemin,neutral,0.94110107421875
diaaat bingung tinggal megathrust perintah biologis psikologis bunuh,negative,0.9739031791687012
bmkg megathrust fakta,neutral,0.9955246448516846
suka degan liat berita megathrust bandung,positive,0.9826483726501465
kepala badan meteorologi klimatologi geofisika bmkg dwikorita karnawati perihal tambah alat sistem sensor deteksi gempa tsunami,neutral,0.9976961016654968
koordinator observasi stasiun geofisika bmkg budiarta megathrust picu gempa kuat dahsyat magnitudo,neutral,0.9956673383712769
video gempa yogyakarta magnitudo kait megathrust bmkg,neutral,0.9973680377006531
dosen ingat potensi gempa megathrust dahsyat sumber gempa megathrust letak barat daya pulau jawa,neutral,0.971379816532135
takut megathrust,negative,0.9965274930000305
megathrust minggir,negative,0.991228461265564
menung banget baca buku anak bencana ramai megathrust pedih banget kondisi korban hilang think buku banget bentuk empati antar mitigasi bencana anak,negative,0.9849515557289124
bmkg pasang sensor sebar jalur megathrust sejak006 sensor ingat mitigasi tsunami,neutral,0.9975956082344055
iyaa hann sumpah semalem negative thinking megathrust gempa bentar gempa segitu sampe geterannya rasa bhkn gatau gempa allah rasa fokus gawen tiba gempa,negative,0.9760048985481262
ancam megathrust implikasi upaya mitigasi komprehensif,neutral,0.9976044297218323
siapin siaga bencana mudah megathrust,positive,0.7355082035064697
siapin siaga bencana mudah megathrust,positive,0.7355082035064697
siapin siaga bencana mudah megathrust,positive,0.7355082035064697
tanda alam manusia pahamsemalam gempa gede gunung kidul 58sr kwatir gempa megathrust moga indonesia lindung tuhan aamiin,positive,0.7559567093849182
megathrust aing moal lelep wkwkwk lucu knjt eiyyy,negative,0.9845558404922485
pindah gempa even megathrust tetep makan korban propaganda pale bejendul,negative,0.9925602674484253
anggota komisi dyah roro esti sorot kesiap menteri industri kemenperin hadap ancam gempa megathrust prediksi tahun024 tekan sistem mitigasi baca informasi tarik,neutral,0.9977611303329468
ngerasa tugas netizen bulan agustus berat banget jokowi kaesang erina salim rachel zize arhan kdrt intan elcipa gopub tasyii mbayang gempa megathrust aprila majidsuaminya ilang tahun kawal cpns,negative,0.9863364696502686
seismic wilayah potensi gempa megathrust,neutral,0.9949530363082886
coba nonton konten fajrul gempa megathrust jelas turut,neutral,0.9858167171478271
video gempa megathrust jogja ramal jayabaya belah pulau jawa bukti,neutral,0.993055522441864
daftar zona megathrust indonesia zona kepung pulau jawa potensi gempa,neutral,0.9947039484977722
kaga megathrust gusy meng idan cium cium emang,negative,0.9861541390419006
oiyaa bener hadeuh bahaya megathrust mega zord kalo salah,negative,0.9849923849105835
fenomena naik gerombol udang tanggul muara sungai taludaa gorontalo naik juta udang kait potensi gempa megathrust,neutral,0.9943283200263977
agustus sebar megathrust mpox mulyono mambu ketek another viral malam selesai,neutral,0.9959909319877625
tiati megathrust,positive,0.43819954991340637
terima kasih tulis moga ahli bosan edukasi masyarakat kait bentuk infografis mitigasi simpel mudah paham lapis masyarakat,neutral,0.4744894504547119
pindah insyaallah aman megathrust,positive,0.9728381037712097
perintah peduli nyawa rakyat bangun bandara jogja hadap langsung tsunami megathrust izin bangun sesar lembang palukoro opak daerah alir sungai peduli proyek2 cuan nyawa,negative,0.808215320110321
aduh sayang kucing anjir sampe simulasi evakuasi kalo megathrust nyelametinnya gimana,negative,0.9781134128570557
anjir ntar tenggelem megathrust,negative,0.992333173751831
potensi gempa bumi megathrust bpbd bantul siap antisipasi tsunami,neutral,0.9914671182632446
akhirakhir bencana alam landa wilayah indonesia bencana banjir bandang topik utama gempa megathrust digadanggadang sunners perlu,neutral,0.991619348526001
megathrust kali bener2 bikin panik cemas kaya semalem shift ruang bayi bayi pasang alat bantu nafas sempet pikir kalo semalem jadi gimana bawa bayi ruang lantai ettt,negative,0.9659367203712463
gimana kalo besok gempa megathrust,negative,0.9064553380012512
megathrust nyata saran bmkg laku wisata,neutral,0.9511968493461609
kunjung wisatawan pandeglang turun sebab marak gempa megathrust sinyalir sewaktuwaktu,neutral,0.9924660921096802
rawan bencana gempa megathrust bpbd tawa damping sekolah media indonesia insider,neutral,0.9951504468917847
badan meteorologi klimatologi geofisika bmkg rilis informasi kait potensi gempa bumi megathrust kuat magnitudo potensi wilayah tawa sumatera barat kepala stasiun geofisika padang suaidi,neutral,0.9953210949897766
megathrust kalah ngebornya,negative,0.9961305856704712
besok8 agustus024 fenomena sejajar planet gravitasi bumi dampak hubung gempa bumi megathrust halhal utas,neutral,0.9969899654388428
amannn makasiii malem kenceng pusat gempa deket hopefully gada gempa susul takur megathrust,positive,0.9855748414993286
allah megathrust sungguh goncangan emosi rakyat indonesia,negative,0.9888423681259155
bahas potensi gempa megathrust selat sunda mentawaisiberut kaji gempa tsunami aceh004 baca,neutral,0.996942937374115
bmkg ingat potensi gempa megathrust tawa picu gempa,neutral,0.990960419178009
perintah ngasih megathrust ngasih tanggulang masyarakat acuh banget gilak rakyat,negative,0.9977353811264038
gempa gunung kidul kait gempa megathrust,neutral,0.9837940335273743
ramai kabar megathrust aman libur pantai,neutral,0.5487797260284424
machmudin imbau masyarakat jabar waspada ancam gempa megathrust,neutral,0.997670590877533
bpbd jember kuat mitigasi siaga gempa megathrust pasang rambuamphellip,neutral,0.995824933052063
gunung kidul getar siap indonesia hadap megathrust,neutral,0.9851791262626648
besok gacha milih ngejar apasih megathrust,negative,0.932604193687439
takut megathrust maju mundur jogja wkwkk,negative,0.9968245029449463
padahall kalo kemaren beneran nakutin bgtt gara rumor megathrust,negative,0.9875530004501343
pindah hindar megathrust,negative,0.9225587248802185
gempa gunung kidul hubung zona megathrust,neutral,0.9966920614242554
zona merah gempa megathrust indonesia waspada simak daftar wilayah,neutral,0.9975912570953369
bengkulu gempa soalny gituu karna berita gempa megathrust parnoan bengkulu kena tsunami tkut ntar malam gempa kmrn gempa nyamau pulang curup huhuhu,negative,0.9921974539756775
edar informasi wilayah pantai barat sumatera utara sumut dampak gempa bumi megathrust magnitudo badan metereologi klimatologi geofisika bmkg jelas kait simak video lengkap,neutral,0.9971201419830322
gempa megathrust kemarin akibat deformasi batu konfirmasi acaman megathrust selatan jawa bilang bmkg umur karakter megathrust sila simak,neutral,0.9963167905807495
megathrust mkst,positive,0.7450903058052063
gempa gunungkidul zona megathrust rumah pasar rusak,neutral,0.8543854355812073
antisipasi dampak megathrust bpbd jember kuat mitigasi,neutral,0.9962127208709717
gantung megathrust jawa sumatera bilang ancam megathrust bmkg atas selatan jawa bawah deformasi batu undang awang satya begawan bang paham megathrust,neutral,0.8051584959030151
takut megathrust allah purworejo kebumen kena,negative,0.9922742247581482
dyah roro kemenperin milik sistem mitigasi bencana industri hindar konsekuensikonsekuensi negatif akibat gempa megathrust,neutral,0.9972604513168335
ramal jayabaya pulau jawa belah bencana megathrust,neutral,0.7886374592781067
gempa megathrust takut warga pindah news hoax,negative,0.5589307546615601
megathrust wkwk,positive,0.7280129194259644
allah ngga megathrust orangorang jahat tamak rakus culas,negative,0.9959881901741028
gempa seng gempa megathrust,negative,0.9024291634559631
megathrust kantor outing carita bodoh,negative,0.9971193075180054
gempa cianjur gotong kucing rumah semenjak ingat megathrust dokumen udah masukin ransel pikun amitamitnya beneran jadi,neutral,0.7380499243736267
dihantuin megathrust politik gajelas,negative,0.9979581832885742
ancam megathrust menperin klaim hatihati lolos izin kawasan industri,neutral,0.9976189732551575
negara ancam megathrust indonesia pulau jawa sumatra papua,neutral,0.9410325884819031
camat banten ancam gempa megathrust masyarakat kuat literasi mitigasi tangsel,neutral,0.9971079230308533
gamau megathrust lombok,negative,0.9940120577812195
bmkg catat kali gempa susul pasca megathrust,neutral,0.9953243136405945
bmkg gempa gunungkidul efek deformasi batu zona megathrust foto bmkg,neutral,0.9973715543746948
resep bencana bahaya gunung krakatau erupsi megathrust rawan banget daerah,negative,0.5382150411605835
andi arief mitigasi bangkit listrik megathrust,neutral,0.9975060820579529
negara ancam megathrust indonesia pulau jawa sumatra papua,neutral,0.9410325884819031
megachan megathrust daya rusak,negative,0.993510901927948
gunung kidul guncang gempa bmkg zona megathrust,neutral,0.9971662163734436
betuuul gempa magnitudo guncang yogyakarta malam pusat zona megathrust,neutral,0.9549905061721802
edan wkwkwkwkwk mubazir jembatan mubazir risiko nyawa taruh udahlah subduksi megathrust risiko anak krakatau,negative,0.9967710375785828
zona megathrust zona megathrust kepung pulau jawa potensi gempa,neutral,0.992264986038208
megathrust nyata saran bmkg laku wisata,neutral,0.9511968493461609
ingat megathruststay safe kawan kawan moga allah selamat,neutral,0.5021133422851562
skenario gempa megathrust tawa struktur peta,neutral,0.9971574544906616
edar kabar kait gempa zona megathrust selat sunda mentawaisiberut timbul khawatir airin anies mulyono semarang,neutral,0.99599289894104
iyaa gempa langsung terbayang2 megathrust,positive,0.6753948926925659
healing parno megathrust garagara kmrn gmpa,negative,0.9718770384788513
gempa guncang yogyakarta zona megathrust potensi tsunami meter,neutral,0.9962013363838196
tunjuk potensi megathrust kurang,neutral,0.8975663185119629
bangun jembatan deket pusat megathrust,neutral,0.9700653553009033
gempa susul megathrust kali pasca gempa gunung kidul,neutral,0.9903813004493713
gempa gunungkidul yogya asal zona megathrust jelas bmkg,neutral,0.9972569346427917
bmkg catat gempa susul picu aktivitas megathrust,neutral,0.9966312050819397
gempa malam yogya zona megathrust pantai rentan tsunami meter,neutral,0.9926878213882446
badan tanggulang bencana daerah bpbd kabupaten jombang masyarakat waspada hadap potensi bencana gempa megathrust masuk bincang publik airin anies mulyono semarang,neutral,0.9975519776344299
mulyono kabur megathrust,neutral,0.8718357086181641
huhuhu stay safe feliii moga daerah kena dampak banget ngomongin megathrust,positive,0.9324519038200378
berita megathrust rumah hancur,negative,0.9713513851165771
badak jawa taman nasional ujung kulon kepung ancam megathrust potensi picu tsunami penjuru pilih mitigasi satwa kunci batas,neutral,0.9941738247871399
gempa magnitudo gunungkidul megathrust ahli gempa imbau maysarakat tenang,neutral,0.9971005320549011
megathrust kena komplot mulyono icilop icilop sebel banget,negative,0.995071291923523
bayangin menang megathrust,negative,0.9641144871711731
daerah kena gempa megathrust simak jelas bmkg,neutral,0.9972947239875793
gempa magnitudo bmkg lapor magnitudo guncang laut selatan yogyakarta samudera hindia gempa sebab gera lempeng megathrust,neutral,0.9967145919799805
indonesia udah kiamat jajah raja jawa konstitusi diobokobok brutalitas polisi mana megathrust musibah ternate gempa jogja satusatu tanah kuat meletuy,negative,0.990496039390564
gempa sumber megathrust pusat selatan gunungkidul magnitudo,neutral,0.9965200424194336
bmkg catat kali gempa susul pasca megathrust,neutral,0.9953243136405945
bmkg bukabukaan gempa gunungkidul asal zona megathrust,neutral,0.9965614676475525
ancam megathrust bmkg dorong kemenparekraf pasti layak sistem evakuasi,neutral,0.9973440766334534
